frame_index,icon_c0_r0,icon_c0_r1,icon_c0_r2,icon_c1_r0,icon_c1_r1,icon_c1_r2,icon_c2_r0,icon_c2_r1,icon_c2_r2
249066,4,6,4,2,3,0,6,1,1
249067,4,4,1,7,4,0,4,1,6
249068,2,7,2,1,0,2,0,4,4
249069,0,1,1,0,2,6,1,1,1
249070,4,4,4,3,3,7,0,3,7
249071,0,1,1,2,6,2,3,3,3
249072,0,4,6,2,2,3,3,7,3
249073,5,5,3,1,0,2,5,5,0
249074,0,3,3,3,3,3,0,2,2
249075,4,6,4,3,0,3,1,1,2
249076,1,1,2,3,3,7,3,3,4
249077,4,6,4,4,0,4,0,0,4
249078,0,4,6,1,5,1,1,1,2
249079,2,5,5,4,4,4,2,2,5
249080,3,3,3,0,3,3,2,0,2
249081,2,2,2,5,1,1,2,2,5
249082,1,0,0,6,2,2,4,0,0
249083,2,2,5,2,6,2,4,4,1
249084,5,5,3,7,4,0,7,3,3
249085,4,4,4,1,5,1,3,3,3
249086,2,5,5,2,3,0,4,4,1
249087,5,3,0,5,1,1,2,2,2
249088,0,0,1,3,3,3,4,4,4
249089,0,4,6,4,4,4,4,1,6
249090,0,3,3,7,4,0,1,6,1
249091,4,1,0,1,5,1,5,0,3
249092,3,0,4,4,0,4,0,3,7
249093,4,4,1,2,2,2,3,3,3
249094,4,4,1,3,3,7,4,0,0
249095,3,3,3,0,2,6,3,7,3
249096,6,4,4,0,3,3,3,3,4
249097,3,0,4,4,4,4,1,1,2
249098,6,4,4,2,2,3,2,5,5
249099,2,2,2,4,0,4,3,4,0
249100,5,3,0,3,3,7,4,1,6
249101,2,2,5,2,2,2,4,4,1
249102,1,2,7,1,5,1,1,6,1
249103,4,4,4,3,0,3,3,4,0
249104,3,0,4,3,3,3,2,2,5
249105,0,4,6,4,0,4,2,2,2
249106,5,5,3,4,4,1,5,5,0
249107,2,2,2,7,4,0,0,0,4
249108,4,4,1,5,1,1,3,7,3
249109,6,4,4,1,5,1,1,1,1
249110,4,6,4,1,5,1,2,2,2
249111,4,1,0,6,2,2,0,2,2
249112,0,0,1,2,2,3,6,1,1
249113,1,0,0,4,4,4,4,0,0
249114,2,2,2,2,2,2,0,4,4
249115,1,1,1,2,2,2,1,2,0
249116,3,0,4,7,4,0,4,0,0
249117,5,5,3,4,1,5,0,4,4
249118,3,0,4,3,0,3,6,1,1
249119,5,5,3,5,1,1,1,1,1
249120,0,0,1,1,1,0,3,3,3
249121,5,3,0,4,4,4,5,5,0
249122,2,7,2,2,3,0,3,7,3
249123,0,3,3,3,0,3,6,1,1
249124,4,6,4,5,1,1,4,4,1
249125,1,0,0,2,6,2,1,1,2
249126,2,5,5,4,0,4,7,3,3
249127,2,2,5,0,3,3,2,2,5
249128,3,0,4,1,5,1,0,3,7
249129,3,0,3,1,1,1,3,4,0
249130,2,2,5,0,2,6,1,1,1
249131,7,2,2,4,4,4,4,0,0
249132,4,4,1,4,1,5,3,7,3
249133,1,1,1,0,4,4,2,0,2
249134,2,5,5,3,3,7,1,6,1
249135,2,5,5,2,3,0,0,4,4
249136,4,1,0,3,3,3,4,4,1
249137,0,0,1,3,3,3,0,4,4
249138,5,3,0,0,3,3,4,4,4
249139,0,0,1,2,2,2,1,2,0
249140,4,4,4,0,3,3,0,2,2
249141,2,7,2,3,3,7,5,0,3
249142,3,3,3,2,2,3,3,3,3
249143,4,1,0,1,0,2,7,3,3
249144,4,1,0,1,5,1,1,2,0
249145,1,2,7,1,5,1,1,1,1
249146,0,1,1,4,1,5,7,3,3
249147,3,3,3,3,3,3,7,3,3
249148,4,4,4,4,4,4,5,5,0
249149,0,4,6,0,2,6,0,3,7
249150,3,0,3,3,3,7,3,3,4
249151,4,4,4,3,3,3,4,1,6
249152,4,4,4,5,1,1,7,3,3
249153,4,6,4,5,1,1,2,2,5
249154,3,0,4,0,4,4,1,1,1
249155,3,3,0,5,1,1,4,4,1
249156,0,4,6,1,5,1,4,4,4
249157,3,3,3,3,3,3,6,1,1
249158,2,2,5,0,4,4,1,1,2
249159,2,2,5,1,5,1,2,0,2
249160,4,4,1,4,4,4,0,0,4
249161,6,4,4,1,5,1,0,3,7
249162,4,4,1,7,4,0,2,5,5
249163,1,2,7,4,0,4,1,2,0
249164,4,6,4,2,2,3,0,2,2
249165,1,1,1,4,4,4,3,3,4
249166,3,0,4,4,1,5,3,3,3
249167,7,2,2,1,5,1,2,5,5
249168,2,2,2,4,4,1,5,5,0
249169,6,4,4,3,7,4,4,1,6
249170,4,4,1,4,1,5,4,4,4
249171,3,3,3,3,3,7,4,1,6
249172,0,4,6,2,2,3,1,6,1
249173,1,2,7,0,2,6,1,2,0
249174,5,3,0,3,3,3,0,3,7
249175,1,2,7,3,3,7,4,4,1
249176,3,3,0,3,3,7,0,4,4
249177,2,2,5,3,3,7,1,6,1
249178,7,2,2,2,2,2,4,4,1
249179,3,3,0,4,4,4,3,4,0
249180,1,1,1,1,5,1,3,3,3
249181,3,3,0,1,1,1,1,1,1
249182,2,2,2,2,2,2,4,1,6
249183,2,2,5,3,3,7,1,2,0
249184,1,1,2,3,3,7,3,7,3
249185,2,5,5,2,2,2,4,4,1
249186,3,0,4,7,4,0,0,4,4
249187,5,3,0,1,5,1,4,0,0
249188,5,5,3,4,1,5,1,2,0
249189,0,4,6,1,0,2,2,0,2
249190,3,0,3,4,1,5,5,5,0
249191,2,5,5,4,4,1,1,2,0
249192,1,1,2,3,3,3,5,0,3
249193,0,0,1,2,6,2,2,0,2
249194,3,3,0,0,2,6,4,1,6
249195,2,2,2,0,4,4,3,7,3
249196,5,3,0,3,7,4,3,4,0
249197,3,0,4,0,2,6,3,3,3
249198,2,2,5,2,2,2,0,4,4
249199,0,4,6,3,0,3,1,6,1
249200,2,5,5,3,7,4,4,4,4
249201,2,5,5,0,3,3,4,4,1
249202,2,5,5,0,3,3,2,0,2
249203,4,4,4,3,3,7,2,2,5
249204,6,4,4,2,2,3,2,2,5
249205,0,4,6,1,1,0,3,7,3
249206,4,6,4,0,4,4,2,2,5
249207,3,3,3,3,0,3,2,0,2
249208,6,4,4,4,0,4,5,0,3
249209,1,1,2,4,4,1,3,3,4
249210,0,3,3,7,4,0,4,4,1
249211,1,0,0,3,3,7,4,0,0
249212,1,2,7,1,5,1,3,3,3
249213,3,3,0,4,0,4,3,7,3
249214,1,0,0,1,1,1,1,2,0
249215,4,1,0,3,3,7,3,4,0
249216,7,2,2,7,4,0,4,4,1
249217,1,0,0,6,2,2,1,2,0
249218,2,2,2,3,7,4,1,6,1
249219,2,2,2,2,2,3,2,5,5
249220,1,1,2,1,1,1,5,5,0
249221,6,4,4,2,2,3,5,0,3
249222,2,2,5,4,4,4,0,3,7
249223,2,2,5,5,1,1,3,3,3
249224,4,4,1,4,4,1,7,3,3
249225,2,5,5,1,5,1,5,5,0
249226,0,0,1,0,4,4,2,5,5
249227,7,2,2,2,2,3,0,0,4
249228,0,4,6,0,4,4,1,2,0
249229,1,0,0,2,6,2,0,3,7
249230,0,3,3,3,7,4,2,2,2
249231,2,5,5,2,3,0,3,7,3
249232,2,5,5,0,3,3,0,2,2
249233,2,7,2,5,1,1,4,1,6
249234,3,0,3,1,5,1,4,4,4
249235,1,1,2,2,2,3,4,0,0
249236,1,1,1,1,1,1,7,3,3
249237,3,3,3,0,2,6,4,1,6
249238,5,3,0,1,1,0,2,5,5
249239,4,1,0,0,4,4,3,3,3
249240,3,3,3,1,1,0,0,2,2
249241,1,1,2,2,3,0,7,3,3
249242,4,6,4,2,6,2,1,6,1
249243,3,3,0,6,2,2,3,3,3
249244,0,0,1,4,4,1,7,3,3
249245,3,3,0,2,6,2,4,4,1
249246,0,1,1,4,0,4,1,1,2
249247,1,1,2,2,2,2,1,1,1
249248,2,5,5,4,4,4,1,1,1
249249,2,5,5,4,0,4,2,5,5
249250,3,3,3,4,1,5,1,2,0
249251,0,0,1,5,1,1,3,3,4
249252,1,1,2,4,4,4,2,2,2
249253,7,2,2,3,7,4,0,2,2
249254,1,1,1,1,1,1,2,2,2
249255,1,0,0,0,4,4,4,4,4
249256,2,7,2,6,2,2,4,1,6
249257,5,3,0,4,1,5,4,4,1
249258,2,2,2,2,2,3,1,1,2
249259,6,4,4,2,6,2,1,1,1
249260,1,0,0,1,1,0,4,4,4
249261,4,4,1,1,0,2,4,0,0
249262,6,4,4,4,4,4,3,7,3
249263,2,2,5,1,1,0,4,4,1
249264,2,5,5,0,4,4,4,4,4
249265,1,0,0,0,4,4,2,2,2
249266,3,3,3,1,0,2,4,4,4
249267,4,4,4,6,2,2,4,4,1
249268,4,4,4,2,2,3,2,2,2
249269,1,2,7,1,0,2,4,4,4
249270,0,0,1,1,1,0,7,3,3
249271,4,6,4,4,0,4,5,0,3
249272,0,3,3,0,3,3,1,1,1
249273,2,2,2,1,5,1,4,1,6
249274,1,0,0,6,2,2,6,1,1
249275,4,1,0,4,4,1,2,5,5
249276,1,0,0,1,1,0,5,5,0
249277,2,7,2,1,0,2,4,0,0
249278,1,0,0,7,4,0,5,5,0
249279,3,3,3,3,3,3,4,1,6
249280,2,2,5,1,1,1,3,4,0
249281,1,0,0,3,3,3,0,3,7
249282,1,2,7,4,4,1,7,3,3
249283,2,5,5,3,3,7,3,3,3
249284,0,4,6,2,2,3,3,3,4
249285,4,4,4,0,2,6,0,0,4
249286,3,0,4,2,2,3,2,5,5
249287,3,3,0,4,0,4,3,7,3
249288,2,7,2,2,6,2,4,4,4
249289,1,1,1,6,2,2,4,1,6
249290,0,4,6,2,2,2,3,4,0
249291,0,1,1,2,3,0,0,4,4
249292,2,5,5,1,0,2,3,3,4
249293,4,6,4,4,4,4,1,1,2
249294,1,1,2,2,2,3,2,0,2
249295,4,6,4,1,1,1,4,0,0
249296,1,1,2,3,3,3,4,0,0
249297,4,4,4,3,0,3,3,4,0
249298,1,2,7,4,4,4,4,1,6
249299,3,0,3,3,3,3,0,4,4
249300,2,2,2,4,1,5,3,7,3
249301,0,3,3,2,3,0,4,4,4
249302,4,4,4,5,1,1,2,2,5
249303,0,4,6,2,3,0,6,1,1
249304,0,1,1,0,4,4,0,0,4
249305,2,7,2,3,7,4,2,0,2
249306,5,5,3,6,2,2,6,1,1
249307,4,6,4,5,1,1,5,5,0
249308,1,2,7,1,1,0,0,0,4
249309,3,3,3,6,2,2,4,4,1
249310,4,4,1,0,2,6,4,0,0
249311,0,4,6,3,3,3,5,0,3
249312,0,3,3,2,6,2,5,5,0
249313,2,7,2,1,0,2,5,5,0
249314,2,5,5,5,1,1,1,2,0
249315,0,4,6,3,0,3,1,6,1
249316,3,3,0,7,4,0,5,0,3
249317,0,4,6,3,0,3,2,2,2
249318,1,0,0,2,6,2,0,3,7
249319,2,2,5,3,3,7,1,1,1
249320,3,3,3,3,3,7,0,2,2
249321,0,4,6,1,5,1,2,2,5
249322,1,2,7,3,7,4,3,3,4
249323,0,4,6,1,1,0,0,4,4
249324,5,3,0,0,2,6,6,1,1
249325,2,2,2,1,1,0,4,0,0
249326,3,0,4,4,0,4,1,1,2
249327,2,7,2,2,6,2,4,1,6
249328,1,2,7,1,1,1,3,3,3
249329,3,0,4,4,1,5,1,6,1
249330,6,4,4,4,1,5,5,5,0
249331,3,3,3,3,0,3,7,3,3
249332,0,1,1,6,2,2,4,1,6
249333,1,1,2,2,6,2,2,0,2
249334,1,1,2,4,1,5,3,3,3
249335,0,4,6,1,1,0,1,1,2
249336,3,0,4,0,3,3,3,3,4
249337,2,2,2,2,2,2,0,2,2
249338,1,1,2,1,5,1,5,5,0
249339,0,0,1,2,3,0,1,6,1
249340,5,3,0,1,0,2,0,2,2
249341,0,3,3,4,4,1,5,0,3
249342,1,1,2,4,1,5,3,3,3
249343,1,1,1,6,2,2,2,0,2
249344,0,0,1,4,4,4,0,3,7
249345,7,2,2,4,4,4,1,1,2
249346,4,1,0,3,7,4,5,5,0
249347,3,0,4,1,0,2,3,7,3
249348,0,1,1,1,0,2,0,3,7
249349,3,3,0,2,2,2,2,0,2
249350,0,4,6,4,4,4,0,0,4
249351,0,0,1,0,3,3,5,0,3
249352,0,1,1,2,6,2,4,4,4
249353,0,0,1,3,3,7,7,3,3
249354,0,0,1,3,0,3,4,4,1
249355,1,0,0,2,2,2,1,1,2
249356,3,3,3,2,3,0,2,2,2
249357,2,2,2,3,3,7,0,0,4
249358,5,3,0,4,4,1,3,3,3
249359,3,3,0,4,4,4,3,3,4
249360,4,1,0,3,7,4,5,0,3
249361,4,1,0,2,2,2,2,5,5
249362,3,3,0,6,2,2,3,3,3
249363,7,2,2,1,5,1,5,0,3
249364,1,0,0,3,3,3,1,2,0
249365,0,3,3,6,2,2,2,2,5
249366,3,0,3,5,1,1,2,5,5
249367,7,2,2,4,0,4,2,0,2
249368,4,6,4,3,3,7,1,1,1
249369,4,4,4,3,0,3,2,2,5
249370,3,3,0,3,3,3,0,4,4
249371,3,0,4,6,2,2,4,0,0
249372,4,6,4,2,3,0,0,0,4
249373,0,0,1,2,2,2,3,4,0
249374,3,3,3,3,7,4,1,6,1
249375,3,3,3,3,3,7,0,3,7
249376,2,2,2,4,1,5,3,4,0
249377,5,3,0,4,4,1,4,1,6
249378,1,1,2,4,0,4,2,0,2
249379,2,7,2,4,0,4,3,3,3
249380,0,4,6,7,4,0,1,1,2
249381,6,4,4,5,1,1,5,5,0
249382,3,0,4,4,0,4,2,2,5
249383,1,2,7,0,4,4,3,3,3
249384,4,4,1,4,1,5,1,1,2
249385,2,7,2,7,4,0,7,3,3
249386,0,4,6,4,0,4,0,4,4
249387,3,3,3,3,3,7,2,2,5
249388,3,0,4,2,3,0,0,3,7
249389,7,2,2,0,3,3,2,5,5
249390,0,1,1,1,1,1,5,0,3
249391,0,3,3,1,1,0,3,3,3
249392,2,2,5,3,7,4,0,4,4
249393,4,1,0,4,1,5,0,3,7
249394,0,4,6,1,1,1,5,5,0
249395,4,4,4,4,4,1,5,5,0
249396,0,3,3,0,4,4,4,4,1
249397,1,1,2,7,4,0,1,6,1
249398,4,6,4,0,4,4,0,2,2
249399,0,3,3,3,3,3,0,2,2
249400,3,0,4,0,2,6,4,0,0
249401,2,5,5,0,4,4,3,4,0
249402,0,0,1,1,1,1,2,2,2
249403,6,4,4,1,1,1,3,4,0
249404,0,3,3,3,3,7,0,4,4
249405,3,3,0,0,2,6,1,6,1
249406,1,1,2,7,4,0,1,2,0
249407,6,4,4,4,1,5,3,3,4
249408,0,1,1,3,3,7,0,3,7
249409,3,3,0,3,3,3,7,3,3
249410,2,7,2,4,1,5,2,2,5
249411,7,2,2,2,3,0,2,0,2
249412,3,3,0,3,7,4,3,4,0
249413,1,1,2,4,1,5,4,4,1
249414,2,5,5,3,3,7,0,3,7
249415,1,2,7,1,1,0,4,4,1
249416,3,0,3,3,3,3,3,3,4
249417,0,0,1,2,2,2,2,2,2
249418,2,7,2,2,3,0,0,0,4
249419,4,4,4,4,1,5,2,5,5
249420,2,2,2,3,3,7,0,0,4
249421,4,4,1,3,0,3,1,1,1
249422,7,2,2,2,3,0,5,0,3
249423,1,1,2,7,4,0,4,0,0
249424,1,2,7,0,4,4,1,1,2
249425,1,0,0,0,4,4,3,4,0
249426,2,2,2,6,2,2,0,4,4
249427,3,0,3,2,6,2,1,6,1
249428,1,1,2,4,1,5,4,0,0
249429,4,4,1,4,0,4,1,2,0
249430,3,0,4,0,3,3,1,1,2
249431,0,1,1,4,4,1,4,0,0
249432,4,4,4,2,2,2,1,1,1
249433,4,4,4,3,3,3,3,7,3
249434,0,3,3,4,4,4,5,0,3
249435,3,3,0,0,4,4,4,1,6
249436,4,4,1,2,3,0,1,2,0
249437,0,1,1,6,2,2,0,0,4
249438,4,1,0,2,3,0,2,5,5
249439,7,2,2,0,2,6,0,0,4
249440,2,7,2,5,1,1,2,5,5
249441,3,0,4,4,4,4,3,4,0
249442,0,4,6,3,0,3,2,2,2
249443,1,0,0,6,2,2,3,4,0
249444,0,4,6,4,4,4,2,2,5
249445,7,2,2,1,0,2,3,3,3
249446,3,3,3,4,1,5,3,4,0
249447,3,0,4,2,2,3,5,0,3
249448,0,4,6,4,4,4,3,7,3
249449,2,2,2,0,2,6,4,4,4
249450,5,5,3,3,3,7,5,5,0
249451,6,4,4,3,0,3,4,4,1
249452,0,1,1,5,1,1,3,3,4
249453,2,2,5,3,3,3,2,2,5
249454,5,3,0,3,7,4,4,1,6
249455,0,0,1,6,2,2,1,1,1
249456,4,4,4,0,4,4,1,6,1
249457,4,6,4,3,7,4,4,4,4
249458,2,5,5,3,3,7,1,1,2
249459,3,0,3,3,3,7,3,3,3
249460,2,7,2,1,1,1,0,2,2
249461,4,6,4,2,3,0,4,4,4
249462,1,1,2,1,0,2,3,4,0
249463,1,1,2,4,1,5,3,4,0
249464,3,0,4,2,2,2,1,1,1
249465,5,5,3,4,1,5,1,2,0
249466,4,6,4,2,2,2,2,2,2
249467,2,5,5,1,1,0,0,2,2
249468,2,2,5,1,1,1,5,5,0
249469,7,2,2,3,3,7,5,0,3
249470,2,5,5,6,2,2,1,1,1
249471,2,2,5,1,1,1,1,1,1
249472,6,4,4,2,2,2,2,5,5
249473,0,4,6,0,3,3,2,2,2
249474,0,3,3,0,3,3,1,1,2
249475,4,4,4,1,1,1,1,6,1
249476,3,0,3,5,1,1,3,3,4
249477,4,1,0,0,2,6,1,1,2
249478,0,4,6,4,4,4,1,1,1
249479,0,4,6,1,1,1,1,6,1
249480,2,2,2,2,2,2,3,7,3
249481,4,4,1,0,4,4,1,6,1
249482,2,2,2,0,4,4,0,2,2
249483,0,1,1,2,6,2,3,3,4
249484,0,4,6,2,2,3,4,4,1
249485,3,0,4,1,5,1,1,6,1
249486,1,1,1,4,1,5,0,0,4
249487,1,0,0,1,5,1,0,3,7
249488,2,5,5,4,1,5,0,0,4
249489,3,0,3,2,3,0,3,4,0
249490,4,1,0,4,0,4,1,1,2
249491,0,4,6,2,2,2,4,4,1
249492,1,1,1,3,3,3,0,3,7
249493,4,6,4,4,4,4,0,4,4
249494,1,1,2,3,3,3,0,3,7
249495,4,4,1,2,3,0,4,0,0
249496,1,2,7,1,1,1,4,4,1
249497,3,3,3,1,0,2,1,1,2
249498,1,1,2,1,5,1,0,2,2
249499,7,2,2,5,1,1,1,1,1
249500,3,3,3,2,6,2,3,7,3
249501,3,0,4,0,4,4,6,1,1
249502,6,4,4,4,1,5,0,3,7
249503,5,5,3,1,5,1,4,0,0
249504,0,4,6,3,3,3,1,2,0
249505,3,0,3,2,2,3,4,4,4
249506,6,4,4,4,1,5,3,4,0
249507,1,1,2,3,3,3,4,4,4
249508,2,2,2,2,2,2,4,1,6
249509,1,0,0,4,4,1,2,2,5
249510,5,5,3,2,2,3,4,4,4
249511,7,2,2,0,4,4,3,4,0
249512,6,4,4,2,2,2,4,4,1
249513,2,5,5,0,3,3,3,3,3
249514,2,7,2,0,3,3,1,6,1
249515,4,4,4,6,2,2,1,6,1
249516,3,0,4,2,6,2,5,0,3
249517,2,2,2,6,2,2,0,2,2
249518,5,3,0,4,4,4,5,0,3
249519,6,4,4,2,6,2,0,3,7
249520,4,4,1,2,6,2,6,1,1
249521,3,3,0,2,2,3,3,3,3
249522,6,4,4,1,1,0,5,5,0
249523,0,3,3,0,3,3,3,7,3
249524,4,4,1,2,2,3,2,2,2
249525,0,4,6,2,2,3,5,5,0
249526,4,6,4,1,5,1,5,0,3
249527,4,4,4,5,1,1,5,5,0
249528,4,4,1,3,0,3,1,2,0
249529,6,4,4,2,2,2,2,2,2
249530,1,2,7,5,1,1,3,3,4
249531,2,2,5,0,2,6,0,2,2
249532,3,3,0,6,2,2,3,4,0
249533,5,3,0,4,4,4,1,1,1
249534,0,1,1,2,2,3,2,5,5
249535,3,0,3,5,1,1,7,3,3
249536,3,3,0,4,1,5,4,4,4
249537,1,1,1,2,6,2,1,6,1
249538,2,7,2,3,0,3,1,1,1
249539,0,4,6,2,6,2,4,1,6
249540,0,0,1,4,0,4,2,0,2
249541,0,0,1,0,2,6,1,6,1
249542,0,1,1,2,3,0,1,6,1
249543,4,4,4,3,7,4,1,2,0
249544,6,4,4,2,2,2,4,1,6
249545,3,3,0,2,2,2,4,4,4
249546,7,2,2,0,3,3,0,2,2
249547,0,3,3,3,7,4,4,1,6
249548,0,1,1,4,4,4,4,0,0
249549,0,0,1,3,3,7,1,2,0
249550,5,3,0,0,3,3,1,1,2
249551,2,2,5,3,3,7,4,1,6
249552,4,4,1,2,6,2,5,5,0
249553,2,2,5,2,2,3,6,1,1
249554,1,2,7,0,2,6,4,0,0
249555,1,1,2,3,7,4,1,1,2
249556,5,3,0,3,7,4,2,5,5
249557,0,1,1,0,3,3,0,3,7
249558,2,5,5,1,5,1,4,1,6
249559,7,2,2,6,2,2,2,2,5
249560,3,0,3,3,3,7,5,5,0
249561,0,3,3,7,4,0,5,0,3
249562,0,4,6,1,1,1,4,0,0
249563,7,2,2,1,0,2,4,0,0
249564,3,0,3,1,1,0,0,2,2
249565,0,1,1,1,0,2,0,2,2
249566,0,3,3,4,0,4,1,1,2
249567,0,0,1,4,4,4,2,5,5
249568,7,2,2,2,2,3,3,3,4
249569,0,0,1,0,2,6,3,4,0
249570,6,4,4,0,3,3,6,1,1
249571,2,5,5,1,5,1,4,4,4
249572,4,4,4,6,2,2,3,3,4
249573,2,2,2,4,4,4,3,4,0
249574,3,0,3,0,2,6,0,4,4
249575,4,1,0,0,4,4,3,4,0
249576,3,3,0,1,0,2,3,4,0
249577,6,4,4,0,3,3,3,3,4
249578,3,0,4,4,0,4,7,3,3
249579,4,4,1,2,2,2,7,3,3
249580,4,1,0,1,5,1,1,1,2
249581,4,1,0,4,0,4,1,6,1
249582,0,3,3,2,2,3,4,4,1
249583,1,0,0,4,4,4,0,2,2
249584,0,4,6,3,0,3,3,4,0
249585,3,0,3,6,2,2,0,4,4
249586,1,0,0,5,1,1,7,3,3
249587,6,4,4,4,4,1,0,3,7
249588,3,3,0,2,2,2,4,0,0
249589,3,3,0,2,6,2,3,3,4
249590,4,1,0,0,2,6,0,0,4
249591,5,3,0,1,1,1,7,3,3
249592,4,4,1,1,1,1,4,1,6
249593,0,3,3,0,3,3,0,4,4
249594,1,2,7,3,0,3,0,2,2
249595,3,3,3,2,2,3,4,4,1
249596,2,5,5,1,1,1,4,4,4
249597,6,4,4,0,2,6,3,3,3
249598,7,2,2,2,2,2,3,3,3
249599,2,2,2,1,1,1,1,1,2
249600,1,1,1,1,5,1,6,1,1
249601,0,3,3,0,4,4,3,7,3
249602,4,4,1,3,7,4,5,5,0
249603,0,3,3,2,2,3,0,4,4
249604,5,5,3,3,3,7,4,0,0
249605,3,0,4,1,1,0,1,1,2
249606,1,1,2,4,1,5,3,4,0
249607,4,4,1,1,0,2,4,1,6
249608,2,7,2,4,1,5,6,1,1
249609,7,2,2,1,1,0,2,5,5
249610,3,3,0,2,2,2,1,6,1
249611,0,3,3,0,3,3,0,4,4
249612,0,4,6,3,3,7,1,2,0
249613,1,0,0,4,0,4,3,7,3
249614,1,1,2,4,4,4,4,4,1
249615,0,3,3,2,3,0,5,0,3
249616,3,0,3,2,6,2,0,3,7
249617,4,4,1,7,4,0,6,1,1
249618,4,6,4,4,4,4,1,2,0
249619,2,2,5,1,5,1,0,0,4
249620,3,3,0,3,3,7,3,7,3
249621,7,2,2,0,4,4,5,5,0
249622,3,0,4,3,7,4,0,4,4
249623,0,3,3,3,3,7,4,4,1
249624,2,5,5,4,4,4,1,6,1
249625,1,0,0,2,2,2,4,4,1
249626,4,4,1,2,3,0,6,1,1
249627,2,5,5,3,7,4,5,5,0
249628,2,2,2,6,2,2,4,4,4
249629,3,3,0,3,3,7,2,0,2
249630,2,2,5,1,5,1,0,0,4
249631,2,5,5,2,2,3,5,0,3
249632,4,6,4,2,3,0,3,4,0
249633,3,0,4,0,4,4,3,4,0
249634,5,3,0,3,3,3,0,3,7
249635,2,5,5,0,3,3,1,2,0
249636,7,2,2,1,1,0,7,3,3
249637,0,4,6,1,5,1,1,2,0
249638,1,1,1,2,3,0,5,5,0
249639,5,5,3,3,7,4,6,1,1
249640,1,2,7,0,2,6,3,3,3
249641,1,1,2,7,4,0,2,0,2
249642,1,2,7,3,3,3,3,7,3
249643,2,7,2,2,3,0,3,7,3
249644,1,1,2,2,3,0,2,2,5
249645,0,4,6,2,3,0,4,1,6
249646,6,4,4,4,4,1,3,3,3
249647,3,3,3,4,4,1,2,5,5
249648,0,0,1,3,7,4,4,4,4
249649,0,4,6,2,2,2,2,0,2
249650,4,6,4,4,4,1,4,4,1
249651,4,6,4,2,6,2,3,7,3
249652,2,7,2,6,2,2,0,0,4
249653,7,2,2,3,3,3,0,0,4
249654,1,0,0,0,3,3,5,0,3
249655,2,2,5,1,0,2,6,1,1
249656,2,7,2,1,5,1,3,4,0
249657,0,1,1,4,1,5,0,0,4
249658,0,3,3,3,0,3,5,5,0
249659,4,4,1,4,1,5,1,1,2
249660,3,0,3,4,1,5,1,2,0
249661,3,3,3,1,0,2,3,7,3
249662,0,1,1,1,1,1,3,3,4
249663,4,4,1,3,3,7,6,1,1
249664,0,4,6,2,2,2,4,0,0
249665,3,3,0,4,1,5,1,1,1
249666,7,2,2,2,2,3,1,1,1
249667,4,6,4,0,2,6,0,3,7
249668,2,2,5,2,6,2,0,4,4
249669,4,4,1,2,3,0,3,7,3
249670,0,0,1,2,6,2,4,4,1
249671,4,4,4,7,4,0,3,3,3
249672,3,3,0,4,4,1,0,4,4
249673,1,2,7,2,2,2,0,4,4
249674,4,1,0,4,4,1,3,3,4
249675,1,1,1,1,1,1,1,2,0
249676,5,5,3,1,5,1,5,5,0
249677,3,0,4,1,5,1,1,1,1
249678,5,3,0,1,1,0,2,0,2
249679,4,4,1,0,4,4,3,4,0
249680,1,2,7,7,4,0,4,4,1
249681,4,4,4,3,7,4,2,2,2
249682,0,0,1,1,1,1,4,0,0
249683,4,4,4,0,3,3,0,0,4
249684,3,3,3,0,2,6,2,2,5
249685,0,1,1,0,3,3,5,5,0
249686,7,2,2,2,2,3,1,1,1
249687,4,4,1,4,4,1,7,3,3
249688,2,5,5,3,3,3,1,1,2
249689,4,1,0,0,2,6,4,1,6
249690,7,2,2,2,3,0,4,1,6
249691,4,1,0,2,3,0,0,3,7
249692,0,4,6,1,0,2,2,2,5
249693,0,4,6,1,0,2,1,6,1
249694,0,1,1,2,6,2,1,1,2
249695,3,0,3,0,2,6,2,2,2
249696,4,1,0,4,0,4,5,0,3
249697,4,4,4,4,4,1,4,4,1
249698,2,7,2,1,1,1,1,2,0
249699,2,2,2,1,0,2,5,0,3
249700,5,5,3,3,7,4,1,6,1
249701,4,1,0,2,2,3,4,4,1
249702,3,0,4,1,1,0,4,0,0
249703,5,3,0,1,0,2,0,4,4
249704,0,4,6,6,2,2,1,2,0
249705,0,0,1,1,1,1,3,7,3
249706,0,3,3,1,1,0,0,4,4
249707,3,3,0,1,1,0,3,4,0
249708,6,4,4,3,3,7,1,1,1
249709,1,2,7,0,3,3,3,3,3
249710,1,1,1,2,3,0,3,3,3
249711,0,3,3,1,0,2,2,2,2
249712,2,7,2,4,4,1,1,1,1
249713,6,4,4,3,3,7,5,5,0
249714,3,0,3,2,6,2,1,1,1
249715,4,1,0,4,4,4,1,2,0
249716,1,0,0,0,4,4,3,3,4
249717,4,6,4,3,3,3,4,1,6
249718,4,4,4,0,3,3,1,1,2
249719,0,3,3,2,3,0,5,0,3
249720,3,0,3,0,4,4,5,5,0
249721,3,0,3,3,7,4,5,5,0
249722,3,3,3,3,0,3,7,3,3
249723,1,2,7,0,2,6,6,1,1
249724,3,3,3,2,3,0,4,4,4
249725,4,4,1,1,0,2,5,5,0
249726,2,2,5,0,4,4,1,1,1
249727,0,4,6,2,6,2,1,2,0
